policy_name,mean_score,mean_reward,mean_easy_recovery_rate,mean_hard_time_ratio,mean_skip_count
index_order,71.75,64.09749999999991,0.7662500000000001,0.18382352941176472,0.0
easy_first,66.1,59.02999999999993,0.7133333333333332,0.16822429906542058,0.0
high_score_first,71.72,63.35749999999989,0.7470833333333334,0.21527777777777776,0.0
score_time_ratio,70.88,62.867499999999964,0.74125,0.20740740740740748,0.0
