policy_name,mean_score,mean_reward,mean_easy_recovery_rate,mean_hard_time_ratio,mean_skip_count
index_order,97.0,-26.4600000000017,0.9583333333333334,0.18382352941176472,1034.0
easy_first,89.0,-36.620000000001795,0.9166666666666666,0.16822429906542055,1063.0
high_score_first,93.0,-30.540000000001655,0.9166666666666666,0.2152777777777778,1026.0
score_time_ratio,93.0,-14.820000000001087,0.9166666666666666,0.2074074074074074,901.0
