policy_name,mean_score,mean_reward,mean_easy_recovery_rate,mean_hard_time_ratio,mean_skip_count
index_order,53.333333333333336,41.83999999999995,0.5833333333333334,0.18382352941176472,0.0
easy_first,51.666666666666664,41.04333333333329,0.5416666666666666,0.1651376146788991,0.0
high_score_first,53.333333333333336,41.85999999999996,0.638888888888889,0.2152777777777778,0.0
score_time_ratio,48.0,36.47999999999997,0.5277777777777777,0.23931623931623933,0.0
