policy_name,mean_score,mean_reward,mean_easy_recovery_rate,mean_hard_time_ratio,mean_skip_count
index_order,100.0,97.60000000000001,1.0,0.19285714285714287,0.0
easy_first,96.0,94.86000000000001,1.0,0.1651376146788991,5.0
high_score_first,98.0,94.39000000000001,0.9583333333333334,0.21232876712328766,5.0
score_time_ratio,100.0,97.18,1.0,0.20437956204379562,30.0
