policy_name,mean_score,mean_reward,mean_easy_recovery_rate,mean_hard_time_ratio,mean_skip_count
index_order,81.171,74.97974999999991,0.8019583333333332,0.18382352941176466,0.0
easy_first,78.218,73.15424999999993,0.773375,0.1682242990654205,0.0
high_score_first,81.202,74.41299999999988,0.79325,0.2152777777777777,0.0
score_time_ratio,80.645,74.288,0.7885833333333333,0.2074074074074074,0.0
