policy_name,mean_score,mean_reward,mean_easy_recovery_rate,mean_hard_time_ratio,mean_skip_count
index_order,71.66666666666667,64.03166666666655,0.7680555555555555,0.18382352941176466,0.0
easy_first,66.46666666666667,59.479999999999926,0.7166666666666667,0.1682242990654206,0.0
high_score_first,72.5,64.31833333333321,0.7569444444444444,0.21527777777777776,0.0
score_time_ratio,72.16666666666667,64.43333333333334,0.7527777777777779,0.20740740740740737,0.0
