policy_name,mean_score,mean_reward,mean_easy_recovery_rate,mean_hard_time_ratio,mean_skip_count
index_order,99.44,97.1188,1.0,0.18389556901392523,0.0
easy_first,99.16,98.3826,1.0,0.16769794521609563,5.0
high_score_first,99.9,97.02110000000002,0.9979166666666667,0.2158627421430777,5.0
score_time_ratio,97.56,94.44030000000002,0.9954166666666667,0.20533857232544278,30.0
