policy_name,mean_score,mean_reward,mean_easy_recovery_rate,mean_hard_time_ratio,mean_skip_count
index_order,52.4,40.67999999999993,0.5716666666666667,0.18382352941176472,0.0
easy_first,48.7,37.959999999999944,0.5333333333333333,0.16822429906542058,0.0
high_score_first,53.41,41.197499999999934,0.5629166666666666,0.21527777777777776,0.0
score_time_ratio,52.36,40.46999999999999,0.5516666666666667,0.20740740740740748,0.0
