policy_name,mean_score,mean_reward,mean_easy_recovery_rate,mean_hard_time_ratio,mean_skip_count
index_order,52.4,40.639999999999944,0.5666666666666667,0.18382352941176472,0.0
easy_first,48.0,36.77999999999995,0.5,0.16822429906542055,0.0
high_score_first,52.4,40.409999999999954,0.5916666666666666,0.21527777777777776,0.0
score_time_ratio,52.2,40.09999999999999,0.5333333333333333,0.2074074074074074,0.0
